ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1253,2024-05-27,Peru,Cusco,Laura Martinez,Teclado,Accesorios,2,91.57,183.14,Terrestre,Pendiente
1254,2024-07-31,Paraguay,Ciudad del Este,Ana Sanchez,Monitor,Electronica,1,446.62,446.62,Terrestre,Entregado
1255,2024-01-30,Colombia,Bogota,Lucia Lopez,Teclado,Accesorios,2,780.51,1561.02,Maritimo,Pendiente
1256,2024-07-20,Brasil,Rio de Janeiro,Carlos Rodriguez,Laptop,Electronica,4,116.66,466.64,Terrestre,En transito
1257,2025-01-30,Brasil,Rio de Janeiro,Ana Rodriguez,Impresora,Oficina,3,1033.73,3101.19,Aereo,En transito
1258,2024-12-23,Uruguay,Montevideo,Ana Garcia,Camara,Electronica,4,131.93,527.72,Terrestre,Pendiente
1259,2024-02-15,Bolivia,Cochabamba,Juan Garcia,Tablet,Electronica,5,1141.98,5709.9,Aereo,En transito
1260,2024-07-06,Chile,Santiago,Pedro Sanchez,Celular,Electronica,3,78.69,236.07,Maritimo,En transito
1261,2024-11-12,Paraguay,Ciudad del Este,Pedro Lopez,Celular,Electronica,1,301.64,301.64,Aereo,Pendiente
1262,2024-10-14,Ecuador,Cuenca,Laura Martinez,Camara,Electronica,1,561.7,561.7,Terrestre,Pendiente
1263,2025-02-12,Paraguay,Asuncion,Pedro Garcia,Camara,Electronica,4,1074.89,4299.56,Maritimo,Entregado
1264,2024-10-21,Peru,Arequipa,Maria Sanchez,Celular,Electronica,1,169.84,169.84,Maritimo,Entregado
1265,2024-11-15,Ecuador,Quito,Carlos Sanchez,Escritorio,Muebles,1,429.62,429.62,Maritimo,Pendiente
1266,2024-04-22,Uruguay,Paysandu,Pedro Lopez,Laptop,Electronica,5,691.28,3456.4,Maritimo,En transito
1267,2025-01-30,Uruguay,Paysandu,Laura Garcia,Monitor,Electronica,4,1032.37,4129.48,Terrestre,Cancelado
1268,2024-01-30,Argentina,Buenos Aires,Carlos Martinez,Impresora,Oficina,5,286.18,1430.9,Aereo,Pendiente
1269,2025-01-05,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,851.49,4257.45,Maritimo,En transito
1270,2024-07-07,Uruguay,Montevideo,Pedro Garcia,Silla ergonomica,Muebles,3,350.69,1052.07,Maritimo,Entregado
1271,2024-10-29,Venezuela,Valencia,Laura Martinez,Camara,Electronica,4,86.52,346.08,Maritimo,Pendiente
1272,2024-01-15,Paraguay,Encarnacion,Maria Lopez,Monitor,Electronica,2,99.46,198.92,Terrestre,En transito
1273,2024-03-20,Brasil,Sao Paulo,Pedro Rodriguez,Silla ergonomica,Muebles,2,535.8,1071.6,Terrestre,En transito
1274,2024-02-29,Chile,Santiago,Lucia Martinez,Camara,Electronica,2,680.76,1361.52,Aereo,En transito
1275,2024-07-17,Bolivia,Cochabamba,Luis Martinez,Auriculares,Accesorios,5,1105.09,5525.45,Aereo,Cancelado
1276,2024-12-08,Paraguay,Asuncion,Ana Perez,Escritorio,Muebles,3,1032.18,3096.54,Maritimo,Pendiente
1277,2024-04-02,Brasil,Brasilia,Laura Lopez,Celular,Electronica,2,1097.07,2194.14,Maritimo,Entregado
1278,2024-09-03,Uruguay,Salto,Ana Garcia,Laptop,Electronica,3,904.05,2712.15,Maritimo,En transito
1279,2024-05-12,Paraguay,Encarnacion,Laura Sanchez,Silla ergonomica,Muebles,5,1026.15,5130.75,Terrestre,En transito
1280,2024-10-23,Uruguay,Salto,Pedro Lopez,Auriculares,Accesorios,5,72.46,362.3,Aereo,Cancelado
1281,2024-08-03,Peru,Cusco,Juan Sanchez,Silla ergonomica,Muebles,4,800.07,3200.28,Terrestre,En transito
1282,2024-07-20,Uruguay,Montevideo,Pedro Rodriguez,Celular,Electronica,1,410,410,Maritimo,Pendiente
1283,2024-09-29,Paraguay,Asuncion,Laura Perez,Impresora,Oficina,5,502.38,2511.9,Aereo,Entregado
1284,2024-03-09,Brasil,Rio de Janeiro,Maria Garcia,Laptop,Electronica,1,626.83,626.83,Maritimo,Cancelado
1285,2025-03-22,Peru,Lima,Juan Perez,Auriculares,Accesorios,3,891.45,2674.35,Maritimo,En transito
1286,2025-01-13,Colombia,Medellin,Maria Lopez,Laptop,Electronica,5,315.89,1579.45,Terrestre,Cancelado
1287,2024-10-04,Chile,Santiago,Carlos Perez,Escritorio,Muebles,1,1005.18,1005.18,Terrestre,Entregado
1288,2024-11-18,Bolivia,La Paz,Laura Garcia,Celular,Electronica,1,39.62,39.62,Maritimo,Cancelado
1289,2024-03-19,Venezuela,Maracaibo,Juan Garcia,Impresora,Oficina,3,332.16,996.48,Terrestre,Cancelado
1290,2024-12-02,Brasil,Sao Paulo,Luis Perez,Silla ergonomica,Muebles,5,869.03,4345.15,Terrestre,Pendiente
1291,2024-06-26,Bolivia,Santa Cruz,Luis Martinez,Tablet,Electronica,5,364.33,1821.65,Terrestre,En transito
1292,2024-02-28,Ecuador,Cuenca,Carlos Perez,Silla ergonomica,Muebles,4,58.95,235.8,Terrestre,Cancelado
1293,2024-06-11,Chile,Valparaiso,Pedro Rodriguez,Laptop,Electronica,2,233.97,467.94,Aereo,Cancelado
1294,2024-11-03,Uruguay,Paysandu,Luis Rodriguez,Tablet,Electronica,5,170.24,851.2,Aereo,Cancelado
1295,2024-05-28,Bolivia,Cochabamba,Pedro Lopez,Silla ergonomica,Muebles,4,392.03,1568.12,Terrestre,Cancelado
1296,2024-06-27,Peru,Arequipa,Maria Lopez,Tablet,Electronica,1,764.8,764.8,Maritimo,Entregado
1297,2024-02-19,Chile,Concepcion,Juan Sanchez,Impresora,Oficina,2,711.2,1422.4,Aereo,Cancelado
1298,2024-12-18,Colombia,Bogota,Maria Lopez,Camara,Electronica,5,333.64,1668.2,Maritimo,Entregado
1299,2024-08-14,Bolivia,Santa Cruz,Maria Lopez,Laptop,Electronica,5,1161.17,5805.85,Maritimo,En transito
1300,2024-07-14,Bolivia,Santa Cruz,Pedro Sanchez,Silla ergonomica,Muebles,1,530.2,530.2,Maritimo,Pendiente
1301,2024-09-08,Peru,Cusco,Luis Rodriguez,Camara,Electronica,2,1014.26,2028.52,Aereo,Entregado
1302,2024-08-11,Argentina,Buenos Aires,Lucia Martinez,Silla ergonomica,Muebles,5,138.68,693.4,Aereo,Pendiente
1303,2024-03-22,Paraguay,Encarnacion,Laura Garcia,Escritorio,Muebles,1,709.99,709.99,Terrestre,Pendiente
1304,2024-06-18,Bolivia,Santa Cruz,Ana Lopez,Laptop,Electronica,4,682.23,2728.92,Maritimo,Pendiente
1305,2025-03-03,Argentina,Cordoba,Luis Perez,Camara,Electronica,5,686.22,3431.1,Terrestre,Cancelado
1306,2024-08-25,Chile,Valparaiso,Lucia Perez,Impresora,Oficina,1,896.17,896.17,Terrestre,Cancelado
1307,2024-11-21,Bolivia,La Paz,Luis Garcia,Escritorio,Muebles,2,1118.77,2237.54,Terrestre,En transito
1308,2024-01-14,Brasil,Sao Paulo,Maria Rodriguez,Tablet,Electronica,3,996.53,2989.59,Aereo,Pendiente
1309,2024-10-06,Brasil,Brasilia,Ana Garcia,Celular,Electronica,4,1181.38,4725.52,Maritimo,Cancelado
1310,2025-03-12,Bolivia,Santa Cruz,Lucia Garcia,Monitor,Electronica,4,1018.37,4073.48,Maritimo,Entregado
1311,2025-03-01,Peru,Cusco,Luis Sanchez,Impresora,Oficina,2,345.79,691.58,Aereo,Entregado
1312,2024-09-18,Ecuador,Quito,Lucia Martinez,Impresora,Oficina,3,1190.61,3571.83,Maritimo,En transito
1313,2025-01-19,Bolivia,Santa Cruz,Ana Rodriguez,Auriculares,Accesorios,1,973.97,973.97,Maritimo,En transito
1314,2024-11-26,Uruguay,Salto,Pedro Rodriguez,Celular,Electronica,3,197.85,593.55,Terrestre,En transito
1315,2024-05-12,Colombia,Bogota,Pedro Rodriguez,Escritorio,Muebles,2,324.66,649.32,Maritimo,Pendiente
1316,2024-03-06,Peru,Arequipa,Ana Garcia,Escritorio,Muebles,2,69.31,138.62,Aereo,Cancelado
1317,2024-10-02,Paraguay,Ciudad del Este,Juan Sanchez,Celular,Electronica,3,649.13,1947.39,Terrestre,Cancelado
1318,2025-01-16,Peru,Arequipa,Pedro Sanchez,Auriculares,Accesorios,1,416.7,416.7,Maritimo,Pendiente
1319,2024-05-08,Uruguay,Salto,Lucia Sanchez,Teclado,Accesorios,5,670.09,3350.45,Maritimo,En transito
1320,2024-09-05,Venezuela,Valencia,Luis Sanchez,Silla ergonomica,Muebles,1,1105.56,1105.56,Aereo,En transito
1321,2024-08-31,Chile,Santiago,Laura Sanchez,Teclado,Accesorios,4,358.28,1433.12,Aereo,Entregado
1322,2025-03-08,Paraguay,Ciudad del Este,Pedro Garcia,Auriculares,Accesorios,2,304.33,608.66,Terrestre,Entregado
1323,2024-10-18,Ecuador,Cuenca,Ana Sanchez,Tablet,Electronica,5,933.32,4666.6,Maritimo,Cancelado
1324,2024-08-03,Uruguay,Paysandu,Juan Perez,Tablet,Electronica,4,630.68,2522.72,Aereo,Pendiente
1325,2024-12-15,Peru,Cusco,Laura Rodriguez,Monitor,Electronica,1,691.47,691.47,Maritimo,Entregado
1326,2024-01-21,Colombia,Medellin,Pedro Rodriguez,Impresora,Oficina,4,1001.85,4007.4,Maritimo,Cancelado
1327,2024-02-01,Colombia,Medellin,Maria Rodriguez,Tablet,Electronica,5,1012.84,5064.2,Aereo,Pendiente
1328,2024-06-05,Argentina,Cordoba,Pedro Garcia,Celular,Electronica,2,1196.86,2393.72,Terrestre,Pendiente
1329,2024-10-11,Paraguay,Encarnacion,Lucia Lopez,Tablet,Electronica,1,655.77,655.77,Maritimo,Entregado
1330,2024-08-24,Ecuador,Guayaquil,Pedro Sanchez,Impresora,Oficina,1,819.88,819.88,Aereo,Cancelado
1331,2024-06-09,Brasil,Brasilia,Laura Sanchez,Escritorio,Muebles,3,286.48,859.44,Aereo,En transito
1332,2025-02-19,Chile,Santiago,Carlos Rodriguez,Silla ergonomica,Muebles,3,121.44,364.32,Terrestre,Pendiente
1333,2024-12-13,Chile,Concepcion,Luis Lopez,Silla ergonomica,Muebles,5,1165.52,5827.6,Aereo,Entregado
1334,2024-07-02,Venezuela,Valencia,Lucia Martinez,Tablet,Electronica,3,1073.29,3219.87,Aereo,Cancelado
1335,2025-02-28,Uruguay,Salto,Luis Martinez,Tablet,Electronica,5,708.47,3542.35,Terrestre,Entregado
1336,2025-02-06,Venezuela,Valencia,Maria Sanchez,Camara,Electronica,5,1003.79,5018.95,Maritimo,Cancelado
1337,2024-05-15,Brasil,Rio de Janeiro,Juan Sanchez,Auriculares,Accesorios,4,28.2,112.8,Maritimo,Cancelado
1338,2024-11-06,Ecuador,Quito,Carlos Martinez,Auriculares,Accesorios,5,81.53,407.65,Maritimo,Entregado
1339,2025-02-23,Venezuela,Caracas,Pedro Rodriguez,Silla ergonomica,Muebles,4,1055.47,4221.88,Terrestre,Pendiente
1340,2024-01-05,Peru,Arequipa,Carlos Perez,Laptop,Electronica,4,359.04,1436.16,Maritimo,En transito
1341,2025-02-15,Ecuador,Guayaquil,Juan Martinez,Silla ergonomica,Muebles,5,165.07,825.35,Terrestre,Cancelado
1342,2025-03-05,Chile,Concepcion,Pedro Martinez,Celular,Electronica,1,619.51,619.51,Terrestre,En transito
1343,2025-01-08,Venezuela,Valencia,Laura Sanchez,Silla ergonomica,Muebles,4,871.52,3486.08,Maritimo,En transito
1344,2024-11-05,Argentina,Cordoba,Pedro Rodriguez,Laptop,Electronica,5,1023.97,5119.85,Aereo,Pendiente
1345,2025-02-13,Ecuador,Guayaquil,Maria Perez,Celular,Electronica,2,1132.08,2264.16,Terrestre,En transito
1346,2024-02-15,Bolivia,La Paz,Ana Perez,Camara,Electronica,4,1028.26,4113.04,Aereo,Entregado
1347,2024-04-12,Paraguay,Ciudad del Este,Ana Rodriguez,Escritorio,Muebles,4,406.3,1625.2,Terrestre,Cancelado
1348,2024-09-11,Paraguay,Asuncion,Pedro Garcia,Tablet,Electronica,5,695.68,3478.4,Maritimo,Pendiente
1349,2024-03-19,Colombia,Bogota,Luis Sanchez,Silla ergonomica,Muebles,4,812.53,3250.12,Terrestre,En transito
1350,2025-02-10,Bolivia,La Paz,Lucia Martinez,Laptop,Electronica,2,566.35,1132.7,Aereo,Entregado
1351,2024-12-20,Peru,Lima,Laura Martinez,Auriculares,Accesorios,3,301.41,904.23,Maritimo,Pendiente
1352,2024-01-17,Ecuador,Quito,Lucia Rodriguez,Impresora,Oficina,2,665.3,1330.6,Aereo,Pendiente
1353,2024-03-21,Uruguay,Paysandu,Ana Rodriguez,Teclado,Accesorios,1,23.31,23.31,Aereo,Entregado
1354,2024-01-08,Uruguay,Salto,Maria Sanchez,Impresora,Oficina,1,637.76,637.76,Terrestre,Cancelado
1355,2024-05-05,Brasil,Brasilia,Ana Lopez,Monitor,Electronica,1,1057.69,1057.69,Terrestre,Pendiente
1356,2024-11-20,Chile,Valparaiso,Laura Rodriguez,Silla ergonomica,Muebles,2,575.67,1151.34,Maritimo,Cancelado
1357,2025-03-01,Colombia,Bogota,Maria Garcia,Impresora,Oficina,3,207.2,621.6,Terrestre,Entregado
1358,2024-10-03,Venezuela,Caracas,Laura Sanchez,Auriculares,Accesorios,1,62.44,62.44,Maritimo,Pendiente
1359,2024-10-08,Chile,Valparaiso,Ana Rodriguez,Camara,Electronica,5,427.53,2137.65,Aereo,Pendiente
1360,2024-12-01,Chile,Valparaiso,Luis Martinez,Tablet,Electronica,2,925.29,1850.58,Aereo,Cancelado
1361,2024-12-03,Paraguay,Ciudad del Este,Juan Martinez,Escritorio,Muebles,1,820.8,820.8,Terrestre,En transito
1362,2024-03-09,Chile,Concepcion,Lucia Martinez,Silla ergonomica,Muebles,4,927.14,3708.56,Aereo,En transito
1363,2024-11-04,Argentina,Rosario,Carlos Rodriguez,Auriculares,Accesorios,2,1102.83,2205.66,Maritimo,Pendiente
1364,2024-03-15,Colombia,Medellin,Luis Rodriguez,Laptop,Electronica,3,47.17,141.51,Maritimo,Cancelado
1365,2025-02-24,Peru,Cusco,Lucia Lopez,Tablet,Electronica,4,22.18,88.72,Maritimo,Pendiente
1366,2024-06-25,Peru,Lima,Ana Lopez,Laptop,Electronica,5,601.92,3009.6,Maritimo,Cancelado
1367,2025-01-19,Bolivia,La Paz,Ana Sanchez,Tablet,Electronica,1,262.81,262.81,Maritimo,Cancelado
1368,2024-02-29,Peru,Lima,Maria Rodriguez,Celular,Electronica,5,291.32,1456.6,Aereo,Cancelado
1369,2024-02-24,Brasil,Rio de Janeiro,Juan Perez,Tablet,Electronica,2,74.81,149.62,Aereo,En transito
1370,2024-12-21,Uruguay,Montevideo,Pedro Sanchez,Tablet,Electronica,3,854.96,2564.88,Aereo,Pendiente
1371,2024-06-20,Colombia,Medellin,Juan Rodriguez,Camara,Electronica,3,1001.69,3005.07,Terrestre,Pendiente
1372,2024-07-19,Venezuela,Caracas,Maria Rodriguez,Celular,Electronica,3,664.98,1994.94,Terrestre,Cancelado
1373,2024-03-09,Brasil,Sao Paulo,Pedro Perez,Celular,Electronica,1,377.32,377.32,Terrestre,Entregado
1374,2024-04-05,Argentina,Rosario,Luis Sanchez,Celular,Electronica,1,889.15,889.15,Aereo,En transito
1375,2024-06-27,Venezuela,Maracaibo,Maria Sanchez,Laptop,Electronica,3,1045.96,3137.88,Aereo,Pendiente
1376,2025-02-28,Venezuela,Valencia,Carlos Rodriguez,Laptop,Electronica,5,992.46,4962.3,Maritimo,En transito
1377,2024-07-09,Chile,Santiago,Luis Sanchez,Monitor,Electronica,2,1177.8,2355.6,Maritimo,En transito
1378,2024-05-26,Argentina,Rosario,Pedro Lopez,Camara,Electronica,5,956.26,4781.3,Aereo,Cancelado
1379,2024-11-03,Colombia,Medellin,Ana Rodriguez,Tablet,Electronica,5,425.27,2126.35,Aereo,Cancelado
1380,2024-12-31,Bolivia,La Paz,Maria Garcia,Camara,Electronica,4,438.21,1752.84,Maritimo,Entregado
1381,2024-10-03,Bolivia,La Paz,Luis Martinez,Laptop,Electronica,4,780.3,3121.2,Terrestre,Cancelado
1382,2025-03-03,Bolivia,La Paz,Laura Martinez,Impresora,Oficina,3,215.2,645.6,Maritimo,Pendiente
1383,2024-11-22,Bolivia,Cochabamba,Carlos Rodriguez,Escritorio,Muebles,1,614.14,614.14,Aereo,Entregado
1384,2024-12-25,Ecuador,Quito,Luis Martinez,Celular,Electronica,4,1028.33,4113.32,Maritimo,Entregado
1385,2025-03-13,Peru,Cusco,Pedro Garcia,Celular,Electronica,2,335.04,670.08,Terrestre,Entregado
1386,2025-03-15,Peru,Lima,Pedro Perez,Laptop,Electronica,5,40.88,204.4,Maritimo,Pendiente
1387,2024-09-05,Chile,Concepcion,Luis Rodriguez,Impresora,Oficina,3,502.56,1507.68,Maritimo,En transito
1388,2025-01-01,Colombia,Bogota,Ana Martinez,Impresora,Oficina,2,160.66,321.32,Terrestre,Entregado
1389,2024-08-21,Uruguay,Paysandu,Lucia Rodriguez,Camara,Electronica,5,856.91,4284.55,Terrestre,Entregado
1390,2024-04-23,Colombia,Cali,Juan Perez,Escritorio,Muebles,5,70.6,353,Aereo,Entregado
1391,2024-12-06,Colombia,Medellin,Carlos Lopez,Silla ergonomica,Muebles,3,517.6,1552.8,Aereo,En transito
1392,2025-01-10,Peru,Lima,Lucia Martinez,Teclado,Accesorios,4,636.18,2544.72,Terrestre,Pendiente
1393,2024-08-18,Colombia,Cali,Maria Rodriguez,Escritorio,Muebles,4,588.84,2355.36,Aereo,Cancelado
1394,2024-04-14,Venezuela,Maracaibo,Lucia Perez,Impresora,Oficina,4,796.05,3184.2,Maritimo,Cancelado
1395,2024-11-18,Argentina,Buenos Aires,Luis Lopez,Laptop,Electronica,2,1070.77,2141.54,Maritimo,En transito
1396,2024-06-04,Brasil,Rio de Janeiro,Luis Sanchez,Silla ergonomica,Muebles,1,132,132,Terrestre,En transito
1397,2024-06-07,Venezuela,Maracaibo,Juan Martinez,Silla ergonomica,Muebles,4,572.85,2291.4,Terrestre,Pendiente
1398,2024-09-12,Bolivia,La Paz,Pedro Rodriguez,Escritorio,Muebles,5,122.97,614.85,Maritimo,Cancelado
1399,2024-10-30,Ecuador,Guayaquil,Pedro Sanchez,Tablet,Electronica,5,1120.15,5600.75,Aereo,Pendiente
1400,2024-05-15,Bolivia,La Paz,Maria Lopez,Celular,Electronica,5,838.59,4192.95,Terrestre,Cancelado
1401,2025-02-07,Colombia,Cali,Luis Martinez,Auriculares,Accesorios,1,978.66,978.66,Maritimo,Entregado
1402,2024-02-24,Argentina,Buenos Aires,Juan Martinez,Teclado,Accesorios,3,418.08,1254.24,Aereo,Entregado
1403,2024-08-13,Bolivia,Cochabamba,Ana Lopez,Escritorio,Muebles,3,761.92,2285.76,Terrestre,En transito
1404,2024-06-12,Paraguay,Ciudad del Este,Luis Lopez,Auriculares,Accesorios,3,339.62,1018.86,Aereo,En transito
1405,2024-02-12,Peru,Arequipa,Pedro Sanchez,Silla ergonomica,Muebles,4,552.94,2211.76,Aereo,Cancelado
1406,2024-01-13,Peru,Arequipa,Carlos Rodriguez,Impresora,Oficina,5,249.13,1245.65,Aereo,Pendiente
1407,2024-04-21,Argentina,Cordoba,Juan Garcia,Laptop,Electronica,4,759.04,3036.16,Terrestre,Cancelado
1408,2025-01-26,Ecuador,Quito,Luis Lopez,Escritorio,Muebles,4,439.69,1758.76,Terrestre,Entregado
1409,2024-06-03,Ecuador,Guayaquil,Maria Lopez,Impresora,Oficina,5,819.47,4097.35,Aereo,Pendiente
1410,2024-04-30,Argentina,Cordoba,Ana Lopez,Monitor,Electronica,2,813.54,1627.08,Terrestre,Cancelado
1411,2024-05-21,Paraguay,Encarnacion,Lucia Lopez,Monitor,Electronica,2,330.58,661.16,Terrestre,Cancelado
1412,2024-01-27,Bolivia,La Paz,Luis Perez,Tablet,Electronica,4,1179.23,4716.92,Terrestre,Entregado
1413,2024-04-20,Colombia,Cali,Maria Perez,Monitor,Electronica,1,776.84,776.84,Aereo,En transito
1414,2025-03-15,Argentina,Buenos Aires,Juan Martinez,Escritorio,Muebles,3,770.24,2310.72,Aereo,Cancelado
1415,2024-08-29,Argentina,Cordoba,Laura Garcia,Teclado,Accesorios,3,677.91,2033.73,Aereo,Pendiente
1416,2024-06-07,Brasil,Sao Paulo,Luis Garcia,Silla ergonomica,Muebles,4,283.39,1133.56,Maritimo,Cancelado
1417,2024-02-28,Brasil,Sao Paulo,Laura Garcia,Escritorio,Muebles,2,265.1,530.2,Terrestre,En transito
1418,2024-02-08,Peru,Cusco,Luis Martinez,Auriculares,Accesorios,1,97.65,97.65,Aereo,Cancelado
1419,2024-08-31,Ecuador,Cuenca,Laura Rodriguez,Camara,Electronica,1,1140.99,1140.99,Maritimo,Entregado
1420,2025-01-13,Brasil,Rio de Janeiro,Carlos Sanchez,Silla ergonomica,Muebles,5,681.05,3405.25,Terrestre,En transito
1421,2025-02-18,Ecuador,Guayaquil,Carlos Sanchez,Silla ergonomica,Muebles,2,1026.47,2052.94,Maritimo,Cancelado
1422,2024-04-27,Colombia,Medellin,Maria Perez,Tablet,Electronica,3,1171.44,3514.32,Maritimo,Entregado
1423,2024-06-24,Uruguay,Salto,Laura Lopez,Celular,Electronica,2,795.02,1590.04,Terrestre,En transito
1424,2025-03-16,Bolivia,Santa Cruz,Laura Lopez,Escritorio,Muebles,3,487.25,1461.75,Terrestre,Pendiente
1425,2024-10-09,Paraguay,Asuncion,Pedro Sanchez,Laptop,Electronica,5,1131.06,5655.3,Terrestre,En transito
1426,2024-12-13,Chile,Valparaiso,Juan Perez,Monitor,Electronica,4,312.88,1251.52,Maritimo,Cancelado
1427,2025-01-11,Paraguay,Encarnacion,Lucia Rodriguez,Camara,Electronica,2,923.21,1846.42,Terrestre,Cancelado
1428,2024-05-29,Colombia,Cali,Maria Sanchez,Laptop,Electronica,1,762.03,762.03,Aereo,En transito
1429,2024-07-04,Brasil,Brasilia,Carlos Rodriguez,Celular,Electronica,3,987.14,2961.42,Aereo,Entregado
1430,2024-05-08,Ecuador,Cuenca,Ana Sanchez,Camara,Electronica,4,151.22,604.88,Aereo,En transito
1431,2024-04-07,Colombia,Medellin,Laura Rodriguez,Impresora,Oficina,5,1061.32,5306.6,Aereo,Entregado
1432,2025-01-25,Paraguay,Encarnacion,Luis Martinez,Auriculares,Accesorios,1,1172.17,1172.17,Terrestre,Pendiente
1433,2024-07-16,Bolivia,Santa Cruz,Juan Garcia,Monitor,Electronica,1,404.62,404.62,Terrestre,Pendiente
1434,2024-09-13,Peru,Arequipa,Lucia Sanchez,Monitor,Electronica,5,474.91,2374.55,Aereo,En transito
1435,2024-07-10,Ecuador,Guayaquil,Pedro Martinez,Monitor,Electronica,3,128.59,385.77,Terrestre,Entregado
1436,2024-02-06,Colombia,Medellin,Pedro Garcia,Tablet,Electronica,4,595.54,2382.16,Maritimo,Pendiente
1437,2024-09-06,Brasil,Brasilia,Laura Rodriguez,Camara,Electronica,5,454.99,2274.95,Maritimo,Entregado
1438,2024-04-19,Brasil,Brasilia,Pedro Martinez,Escritorio,Muebles,5,934.47,4672.35,Terrestre,Entregado
1439,2024-05-04,Chile,Santiago,Maria Martinez,Camara,Electronica,4,793.27,3173.08,Maritimo,En transito
1440,2024-12-17,Brasil,Sao Paulo,Lucia Garcia,Impresora,Oficina,3,106.19,318.57,Terrestre,Pendiente
1441,2024-02-08,Ecuador,Cuenca,Laura Rodriguez,Laptop,Electronica,4,264.67,1058.68,Terrestre,Pendiente
1442,2025-02-17,Colombia,Medellin,Laura Garcia,Laptop,Electronica,5,272.55,1362.75,Terrestre,Pendiente
1443,2024-11-24,Paraguay,Ciudad del Este,Lucia Martinez,Silla ergonomica,Muebles,3,351.91,1055.73,Aereo,Pendiente
1444,2025-02-27,Colombia,Medellin,Carlos Lopez,Monitor,Electronica,4,795.72,3182.88,Maritimo,En transito
1445,2025-01-17,Argentina,Rosario,Luis Perez,Teclado,Accesorios,1,470.91,470.91,Aereo,Cancelado
1446,2024-09-14,Venezuela,Caracas,Pedro Perez,Escritorio,Muebles,2,1019.78,2039.56,Terrestre,Pendiente
1447,2024-08-10,Chile,Santiago,Carlos Lopez,Camara,Electronica,1,124.06,124.06,Terrestre,Pendiente
1448,2024-02-12,Argentina,Cordoba,Luis Sanchez,Celular,Electronica,1,377.66,377.66,Aereo,Entregado
1449,2024-06-09,Brasil,Rio de Janeiro,Maria Perez,Teclado,Accesorios,3,334.05,1002.15,Terrestre,Entregado
1450,2024-11-16,Uruguay,Salto,Carlos Garcia,Auriculares,Accesorios,5,1159.85,5799.25,Aereo,Pendiente
1451,2024-04-05,Argentina,Rosario,Lucia Lopez,Monitor,Electronica,2,518.2,1036.4,Aereo,En transito
1452,2024-06-13,Brasil,Brasilia,Luis Lopez,Teclado,Accesorios,4,1036.82,4147.28,Maritimo,Cancelado
1453,2024-08-20,Argentina,Rosario,Luis Martinez,Camara,Electronica,5,481.48,2407.4,Maritimo,Entregado
1454,2024-03-16,Colombia,Bogota,Luis Garcia,Celular,Electronica,4,1178.96,4715.84,Maritimo,En transito
1455,2025-03-11,Uruguay,Salto,Juan Perez,Teclado,Accesorios,5,1047.61,5238.05,Maritimo,Entregado
1456,2024-12-21,Ecuador,Cuenca,Maria Perez,Impresora,Oficina,5,607.02,3035.1,Aereo,Cancelado
1457,2025-03-23,Venezuela,Valencia,Maria Rodriguez,Camara,Electronica,5,154.18,770.9,Terrestre,En transito
1458,2024-08-21,Bolivia,Santa Cruz,Laura Rodriguez,Camara,Electronica,3,711.49,2134.47,Aereo,En transito
1459,2024-06-03,Peru,Lima,Lucia Garcia,Celular,Electronica,4,1137.89,4551.56,Aereo,En transito
1460,2024-09-06,Chile,Santiago,Carlos Rodriguez,Escritorio,Muebles,5,338.77,1693.85,Terrestre,Cancelado
1461,2024-03-17,Uruguay,Salto,Luis Sanchez,Escritorio,Muebles,5,1087.35,5436.75,Terrestre,Entregado
1462,2024-02-11,Brasil,Sao Paulo,Juan Martinez,Silla ergonomica,Muebles,4,919.4,3677.6,Aereo,Pendiente
1463,2024-08-28,Argentina,Rosario,Pedro Rodriguez,Tablet,Electronica,5,1051.83,5259.15,Terrestre,Cancelado
1464,2024-01-16,Argentina,Buenos Aires,Maria Sanchez,Teclado,Accesorios,4,346.43,1385.72,Terrestre,En transito
1465,2024-04-26,Ecuador,Cuenca,Luis Sanchez,Monitor,Electronica,1,408.34,408.34,Terrestre,Pendiente
1466,2024-10-27,Bolivia,Santa Cruz,Ana Garcia,Impresora,Oficina,2,870.39,1740.78,Terrestre,Cancelado
1467,2024-07-03,Paraguay,Encarnacion,Ana Rodriguez,Tablet,Electronica,2,793.74,1587.48,Terrestre,Entregado
1468,2024-06-26,Ecuador,Cuenca,Carlos Sanchez,Teclado,Accesorios,3,179.09,537.27,Aereo,Cancelado
1469,2024-05-14,Paraguay,Encarnacion,Laura Sanchez,Laptop,Electronica,5,832.99,4164.95,Maritimo,Pendiente
1470,2024-02-05,Colombia,Cali,Ana Martinez,Laptop,Electronica,4,731.69,2926.76,Maritimo,Entregado
1471,2024-09-06,Venezuela,Maracaibo,Pedro Sanchez,Auriculares,Accesorios,5,940.23,4701.15,Aereo,Pendiente
1472,2025-01-05,Bolivia,Santa Cruz,Laura Garcia,Camara,Electronica,2,476.73,953.46,Aereo,Cancelado
1473,2024-02-20,Chile,Valparaiso,Ana Rodriguez,Auriculares,Accesorios,3,622.11,1866.33,Maritimo,En transito
1474,2024-03-14,Colombia,Medellin,Lucia Rodriguez,Impresora,Oficina,2,117,234,Aereo,Entregado
